outcome,g_cohort,t_year,event_time,n_treated,n_control,att,se
motor_vehicle_theft_rate,2015,2019,4,3,21,3.1614386980274354,18.88842254479431
motor_vehicle_theft_rate,2015,2020,5,3,21,-9.395809733191005,21.365598016344055
motor_vehicle_theft_rate,2015,2021,6,3,21,-46.187254727365186,25.750283470334974
motor_vehicle_theft_rate,2015,2022,7,3,21,-94.81676909214352,28.54350917268433
motor_vehicle_theft_rate,2015,2023,8,3,21,-105.62015215268315,25.987257752901527
motor_vehicle_theft_rate,2016,1999,-17,2,21,-139.35003930484544,28.394288437246747
motor_vehicle_theft_rate,2016,2000,-16,2,21,-145.3322662151877,20.496087647690047
motor_vehicle_theft_rate,2016,2001,-15,2,21,-152.22471558351134,20.546205585275608
motor_vehicle_theft_rate,2016,2002,-14,2,21,-141.19903825448395,24.15711405950273
motor_vehicle_theft_rate,2016,2003,-13,2,21,-158.59795510589504,27.19599725670047
motor_vehicle_theft_rate,2016,2004,-12,2,21,-133.62078739347817,26.378450721612047
motor_vehicle_theft_rate,2016,2005,-11,2,21,-137.8306457251328,34.17664656240317
motor_vehicle_theft_rate,2016,2006,-10,2,21,-120.65810066257946,34.66404546733136
motor_vehicle_theft_rate,2016,2007,-9,2,21,-91.65751424334587,23.626762924837337
motor_vehicle_theft_rate,2016,2008,-8,2,21,-67.41256675207995,25.26211550989112
motor_vehicle_theft_rate,2016,2009,-7,2,21,-28.804378055751478,19.89314989404338
motor_vehicle_theft_rate,2016,2010,-6,2,21,-28.610446026882542,19.206679722435457
motor_vehicle_theft_rate,2016,2011,-5,2,21,-24.3744021266868,15.090312579196675
motor_vehicle_theft_rate,2016,2012,-4,2,21,-18.720535348541738,15.551694095522263
motor_vehicle_theft_rate,2016,2013,-3,2,21,-13.031612785203396,9.508037880407901
motor_vehicle_theft_rate,2016,2014,-2,2,21,-7.006977092234399,7.853455932760833
motor_vehicle_theft_rate,2016,2016,0,2,21,-11.10882573026542,8.202309484286937
motor_vehicle_theft_rate,2016,2017,1,2,21,3.744372039591063,16.292992822822296
motor_vehicle_theft_rate,2016,2018,2,2,21,-16.24933735417162,8.985588724225881
motor_vehicle_theft_rate,2016,2019,3,2,21,-12.660059667267538,13.136398001363398
motor_vehicle_theft_rate,2016,2020,4,2,21,-31.465252546425695,16.142641023738555
motor_vehicle_theft_rate,2016,2021,5,2,21,-82.15512504141776,20.935093766296202
motor_vehicle_theft_rate,2016,2022,6,2,21,-125.19295600217939,25.179075873232893
motor_vehicle_theft_rate,2016,2023,7,2,21,-167.30643264580448,23.94980600710488
motor_vehicle_theft_rate,2017,1999,-18,3,21,-154.16588594870313,58.038263484567764
motor_vehicle_theft_rate,2017,2000,-17,3,21,-128.43590870529383,67.6007006351903
motor_vehicle_theft_rate,2017,2001,-16,3,21,-119.88040517747713,74.98872442812427
motor_vehicle_theft_rate,2017,2002,-15,3,21,-145.77224666100201,74.60706139300548
motor_vehicle_theft_rate,2017,2003,-14,3,21,-136.74687867583046,79.996140860048
motor_vehicle_theft_rate,2017,2004,-13,3,21,-153.6192108787257,69.06987212852104
motor_vehicle_theft_rate,2017,2005,-12,3,21,-172.6310738654384,64.10500880100858
motor_vehicle_theft_rate,2017,2006,-11,3,21,-142.8359874601934,60.88975469521637
motor_vehicle_theft_rate,2017,2007,-10,3,21,-107.81929709616492,56.01686494097615
motor_vehicle_theft_rate,2017,2008,-9,3,21,-76.12278317801434,47.68939159215585
motor_vehicle_theft_rate,2017,2009,-8,3,21,-46.811385877022246,38.076317709099136
motor_vehicle_theft_rate,2017,2010,-7,3,21,-45.130814326430105,39.10780376657819
motor_vehicle_theft_rate,2017,2011,-6,3,21,-29.120649028043992,38.11735762820221
motor_vehicle_theft_rate,2017,2012,-5,3,21,-15.985341512339296,31.05707151484061
motor_vehicle_theft_rate,2017,2013,-4,3,21,-0.9733808258474603,22.220405005206302
motor_vehicle_theft_rate,2017,2014,-3,3,21,2.793439077641647,18.364134871395308
motor_vehicle_theft_rate,2017,2015,-2,3,21,7.491858637302926,11.103666274559346
motor_vehicle_theft_rate,2017,2017,0,3,21,-1.7699553010563531,13.443325763816375
motor_vehicle_theft_rate,2017,2018,1,3,21,9.058187819727902,13.607348237271328
motor_vehicle_theft_rate,2017,2019,2,3,21,32.38690042297541,18.118561337678635
motor_vehicle_theft_rate,2017,2020,3,3,21,36.354315324180725,26.657785732905754
motor_vehicle_theft_rate,2017,2021,4,3,21,-1.1144699046756443,29.622724673426077
motor_vehicle_theft_rate,2017,2022,5,3,21,-13.852441823550407,55.962525274376766
motor_vehicle_theft_rate,2017,2023,6,3,21,-60.26822548314687,61.649237453787734
motor_vehicle_theft_rate,2019,1999,-20,3,21,-199.0240975761505,30.7643251958539
motor_vehicle_theft_rate,2019,2000,-19,3,21,-200.56242964372976,31.35795991346627
motor_vehicle_theft_rate,2019,2001,-18,3,21,-216.08173925958585,30.42145451495313
motor_vehicle_theft_rate,2019,2002,-17,3,21,-227.08308638469106,33.7368254283635
motor_vehicle_theft_rate,2019,2003,-16,3,21,-236.86465710707014,35.30824550591072
motor_vehicle_theft_rate,2019,2004,-15,3,21,-219.83212768716882,35.85532795153486
motor_vehicle_theft_rate,2019,2005,-14,3,21,-220.85603483023,44.024001334912654
motor_vehicle_theft_rate,2019,2006,-13,3,21,-194.32398719849795,39.76479591996052
motor_vehicle_theft_rate,2019,2007,-12,3,21,-150.78962263969794,34.72194395059041
motor_vehicle_theft_rate,2019,2008,-11,3,21,-124.32815387724918,21.06227061225968
motor_vehicle_theft_rate,2019,2009,-10,3,21,-88.88574686365475,20.325246757618572
motor_vehicle_theft_rate,2019,2010,-9,3,21,-78.18384548368222,20.122930099465318
motor_vehicle_theft_rate,2019,2011,-8,3,21,-49.92345144564197,20.42233396525092
motor_vehicle_theft_rate,2019,2012,-7,3,21,-39.51008028580886,22.23746271804105
motor_vehicle_theft_rate,2019,2013,-6,3,21,-47.231903148538166,19.382001411863722
motor_vehicle_theft_rate,2019,2014,-5,3,21,-45.190927124627706,16.965711092019493
motor_vehicle_theft_rate,2019,2015,-4,3,21,-35.416600649275054,13.409362105900545
motor_vehicle_theft_rate,2019,2016,-3,3,21,-18.05583461934222,11.69843233733959
motor_vehicle_theft_rate,2019,2017,-2,3,21,-19.739526306978398,9.109781888421173
motor_vehicle_theft_rate,2019,2019,0,3,21,22.839797180501932,10.430255099860922
motor_vehicle_theft_rate,2019,2020,1,3,21,40.61486832035699,19.679781566427824
motor_vehicle_theft_rate,2019,2021,2,3,21,-8.37480975465067,21.199531721385757
motor_vehicle_theft_rate,2019,2022,3,3,21,-71.69366815057474,33.177338430901756
motor_vehicle_theft_rate,2019,2023,4,3,21,-100.71658165387126,44.753137048525176
motor_vehicle_theft_rate,2021,1999,-22,6,21,-125.43522689655,45.76692945768953
motor_vehicle_theft_rate,2021,2000,-21,6,21,-131.37934647039663,46.48462518763655
motor_vehicle_theft_rate,2021,2001,-20,6,21,-138.17605234666928,49.604179153445564
motor_vehicle_theft_rate,2021,2002,-19,6,21,-154.64978565092736,48.695974002029125
motor_vehicle_theft_rate,2021,2003,-18,6,21,-168.85670005271533,49.367742027308175
motor_vehicle_theft_rate,2021,2004,-17,6,21,-168.74085805307539,45.62740924127701
motor_vehicle_theft_rate,2021,2005,-16,6,21,-164.81480730248103,46.388282258689166
motor_vehicle_theft_rate,2021,2006,-15,6,21,-149.2395879729441,43.65850355436163
motor_vehicle_theft_rate,2021,2007,-14,6,21,-104.32860347192293,36.24975136338261
motor_vehicle_theft_rate,2021,2008,-13,6,21,-87.43206906151157,30.24029463517186
motor_vehicle_theft_rate,2021,2009,-12,6,21,-61.01176184275867,24.89439394715551
motor_vehicle_theft_rate,2021,2010,-11,6,21,-63.83652110865411,23.603929389385833
motor_vehicle_theft_rate,2021,2011,-10,6,21,-55.473025110504764,22.605905930314965
motor_vehicle_theft_rate,2021,2012,-9,6,21,-55.43696787954114,21.970723642232052
motor_vehicle_theft_rate,2021,2013,-8,6,21,-38.97484702022833,20.957138726592735
motor_vehicle_theft_rate,2021,2014,-7,6,21,-33.905550284460574,19.64703583117519
motor_vehicle_theft_rate,2021,2015,-6,6,21,-25.809817616482114,18.474205250948955
motor_vehicle_theft_rate,2021,2016,-5,6,21,-25.48441357325393,18.920669419240586
motor_vehicle_theft_rate,2021,2017,-4,6,21,-22.185692212649602,12.920985011653077
motor_vehicle_theft_rate,2021,2018,-3,6,21,-14.205617058479424,14.726979581895378
motor_vehicle_theft_rate,2021,2019,-2,6,21,-10.040318327882503,15.648862164079162
motor_vehicle_theft_rate,2021,2021,0,6,21,-41.951699923946975,16.789671519374114
motor_vehicle_theft_rate,2021,2022,1,6,21,-86.20351403765109,29.32963721696843
motor_vehicle_theft_rate,2021,2023,2,6,21,-113.92228761633602,51.521013515577614
motor_vehicle_theft_rate,2022,1999,-23,3,21,70.17993448601484,60.13014728808488
motor_vehicle_theft_rate,2022,2000,-22,3,21,58.060270538527135,50.03527442847717
motor_vehicle_theft_rate,2022,2001,-21,3,21,45.528622197886136,43.4712011636148
motor_vehicle_theft_rate,2022,2002,-20,3,21,24.07513760155058,47.163069950988934
motor_vehicle_theft_rate,2022,2003,-19,3,21,34.830855430469995,57.49909567465795
motor_vehicle_theft_rate,2022,2004,-18,3,21,48.80321363077795,54.71166455039902
motor_vehicle_theft_rate,2022,2005,-17,3,21,42.394663763301,55.30914503906759
motor_vehicle_theft_rate,2022,2006,-16,3,21,50.40738572091951,52.685954308701916
motor_vehicle_theft_rate,2022,2007,-15,3,21,73.82983105348352,53.55533451850335
motor_vehicle_theft_rate,2022,2008,-14,3,21,89.28366614202902,52.68527284896152
motor_vehicle_theft_rate,2022,2009,-13,3,21,85.41596301904258,46.207781058941876
motor_vehicle_theft_rate,2022,2010,-12,3,21,86.25301157818015,45.14073052563165
motor_vehicle_theft_rate,2022,2011,-11,3,21,101.69949608191662,41.542439425997095
motor_vehicle_theft_rate,2022,2012,-10,3,21,88.36491178098082,39.58669903698851
motor_vehicle_theft_rate,2022,2013,-9,3,21,92.90497804650786,35.22247352172546
motor_vehicle_theft_rate,2022,2014,-8,3,21,90.25672957061242,36.29704069924322
motor_vehicle_theft_rate,2022,2015,-7,3,21,77.23955208019932,33.3472453266872
motor_vehicle_theft_rate,2022,2016,-6,3,21,61.4029413332685,26.78110066881464
motor_vehicle_theft_rate,2022,2017,-5,3,21,60.468232187024626,23.427558265964283
motor_vehicle_theft_rate,2022,2018,-4,3,21,68.12074032194462,21.64518447581788
motor_vehicle_theft_rate,2022,2019,-3,3,21,60.442574738307535,19.764721325283976
motor_vehicle_theft_rate,2022,2020,-2,3,21,57.20927930178803,17.57101715991121
motor_vehicle_theft_rate,2022,2022,0,3,21,-16.256793924557417,18.97838771212066
motor_vehicle_theft_rate,2022,2023,1,3,21,-8.468664163386471,29.06603257248722
motor_vehicle_theft_rate,2023,1999,-24,3,21,104.98226518475889,120.0011920266763
motor_vehicle_theft_rate,2023,2000,-23,3,21,75.94040443806828,110.65081890162573
motor_vehicle_theft_rate,2023,2001,-22,3,21,80.64447802799182,95.86255464291827
motor_vehicle_theft_rate,2023,2002,-21,3,21,66.47757835064422,90.11867580019421
motor_vehicle_theft_rate,2023,2003,-20,3,21,46.96832542605071,79.81173047312896
motor_vehicle_theft_rate,2023,2004,-19,3,21,28.293822586183822,79.9545622095596
motor_vehicle_theft_rate,2023,2005,-18,3,21,9.031843910689943,75.577877954621
motor_vehicle_theft_rate,2023,2006,-17,3,21,41.49618597865759,75.67502320714337
motor_vehicle_theft_rate,2023,2007,-16,3,21,82.05929285129736,69.66474994081277
motor_vehicle_theft_rate,2023,2008,-15,3,21,91.34977318767204,69.8206921381125
motor_vehicle_theft_rate,2023,2009,-14,3,21,91.47489524493822,61.87160997008782
motor_vehicle_theft_rate,2023,2010,-13,3,21,87.78252762191264,51.40673139986729
motor_vehicle_theft_rate,2023,2011,-12,3,21,103.98052261619591,44.9475353603198
motor_vehicle_theft_rate,2023,2012,-11,3,21,94.87433945904954,41.70636332229058
motor_vehicle_theft_rate,2023,2013,-10,3,21,107.68291860458486,35.0832518519851
motor_vehicle_theft_rate,2023,2014,-9,3,21,108.85212630766635,35.70614164065766
motor_vehicle_theft_rate,2023,2015,-8,3,21,100.56299479977902,39.79046603788421
motor_vehicle_theft_rate,2023,2016,-7,3,21,101.01684080949472,32.48866106016733
motor_vehicle_theft_rate,2023,2017,-6,3,21,113.39883510361858,26.007813044308122
motor_vehicle_theft_rate,2023,2018,-5,3,21,116.7718510635674,29.62083422837399
motor_vehicle_theft_rate,2023,2019,-4,3,21,122.8557606987655,27.55488221345982
motor_vehicle_theft_rate,2023,2020,-3,3,21,85.751696420677,22.744879943368606
motor_vehicle_theft_rate,2023,2021,-2,3,21,2.054872857288501,11.628757900352026
motor_vehicle_theft_rate,2023,2023,0,3,21,15.80298231148209,42.49942709327049
